url,type
http://www.mtb-bad-harzburg.de/index.php.1,defacement
tradebit.com/filedetail.php/41022859-music-for-magicians,benign
ajfroggie.com/roadpics/mn-ends/mn001.htm,benign
thesaurus.com/browse/lousy,benign
absoluteastronomy.com/topics/Communist_Party_of_Canada,benign
andrejew.com/short_films.php,benign
http://www.auter.co.rs/index.php?view=article&catid=29:the-cms&id=26:proizvodi&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=159,defacement
disneydreaming.com/2010/06/01/astral-media-launching-french-language-playhouse-disney-channel/,benign
lyngsat.com/uslocal/Vermont.html,benign
https://www.jerka.co.za/wp-content/wflogs/tee/linkedin/source,phishing
wn.com/Fort_Saint-Jean_(Quebec),benign
http://coratradecenter.ro/catalog-produse/category/34/hartie-si-articole-din-hartie/plicuri-cu-burduf,defacement
www.sju.edu/~jhodgson/clp/manualclp.pdf,phishing
http://porquebiotecnologia.com.ar/components/com_wrapper/views/update/amazon/moises/528b6fa14ed72db8ee68c6ebc6f767ad,phishing
http://torcache.net/torrent/D7E19AE2C104EED952AD7EE0E17A9A497EC57C2E.torrent?title=[kickass.to]grand.theft.auto.v.repack.proper.2015.dz.repack,benign
http://9779.info/%E7%81%AB%E6%9F%B4%20%E5%88%9B%E6%84%8F%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware
en.wikipedia.org/wiki/%C3%80_Coeur_L%C3%A9ger_Sommeil_Sanglant,benign
http://cbi.bpergruop.net/,phishing
http://maybank2u.com.my/mbb_info/m2u/public/promoDetail.do?channelId=PRO-Promotions&cntTypeId=1&cntKey=PRO03.45&programId=PRO02-Cards:AmericanExpress&chCatId=/mbb/Personal/PRO-Promotions,benign
gatorcountry.com/baseball/article/texas_longhorns_florida_gators_omaha_college_world_series_2011_preview/11714,benign
chacha.com/question/oklahoma-giant-indian-statue,benign
funnyordie.com/videos/44b64785e5/the-science-of-discovery-america-from-eric-grissom,benign
www.dmreview.com/article_sub.cfm?articleId=2184,phishing
www.theregister.co.uk/2001/01/03/evil_spammers_jailed_for_two/,phishing
http://www.kindergarten-mainbernheim.de/index.php?option=com_content&view=article&id=59&Itemid=69,defacement
1911encyclopedia.org/Berlin,benign
www.jjmsn.asia/login/en/index.htm,benign
www.ecall.ch/index_en.htm,phishing
zeropointusa.com/,benign
growingyourbaby.com/2011/01/11/singer-jewel-and-husband-ty-murray-expecting-a-baby/,benign
elyrics.net/read/f/flogging-molly-lyrics/within-a-mile-of-home-lyrics.html,benign
vedasri.com/?q=Clint%20Walker,benign
catnamesmeow.com/black-and-white-cat-names.htm,benign
http://kenh14.vn/xem-an-choi/tra-gop-dien-thoai-may-tinh-bang-laptop-lai-suat-0-dong-hut-khach-20140405083239740.chn,benign
aezberkeley.com/,benign
http://www.knaul-beyer.de/index.php?view=article&id=59:geschenkpakete&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=63,defacement
http://bodrumdil.com/tuem-dllerde-tercueme/resmi-tercueme/207-grup-ngilizce-fiyatlar.html,defacement
customaniacs.org/forum/tv-show-custom-coversets/23614-dallas-season-1-5-a.html,benign
http://stackoverflow.com/questions/22119278/magnific-popup-load-specific-div-into-iframe,benign
nndb.com/people/813/000206195/,benign
http://mirtesen.ru/composition/20107178974?utm_campaign=composition&utm_source=mirtesen&utm_medium=page_1,benign
tvguide.com/celebrities/betty-sue-lynn/222957,benign
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/,malware
http://www.camaracolombianadelaconfeccion.com/wp-content/plugins/akismet/pbb/index.html,phishing
wcoara.org/,benign
outsidetheboxband.com/,benign
elyrics.net/read/m/madonna-lyrics/like-a-prayer-lyrics.html,benign
en.wikipedia.org/wiki/Nicole_Demers,benign
http://www.saludyestetica.cl/g/index.php?option=com_content&view=article&id=66&Itemid=81,defacement
trumanlibrary.org/hstpaper/trustaf.htm,benign
onlineradio2.com/listen/Tambayan_1019,benign
uk.ask.com/wiki/Chelsea_Peretti,benign
stuffaboutnames.com/archer/index.htm,benign
psychiatry.emory.edu/Community_Psychiatry.cfm,benign
http://christbaumhof-manzl.at/index.php?option=com_content&view=article&id=18&Itemid=15,defacement
www.pls-print.com/images/index.htm?ref=eztbsttus.battle.net/d3/en/index,benign
http://peraki.com/index.php?option=com_weblinks&view=category&id=42:seasonal&Itemid=65,defacement
www.fishingnj.org/sitemap.htm,phishing
lescegeps.com/nouvelles/2011-01-24_journee_portes_ouvertes_au_college_ahuntsic_un_pas_de_plus_vers_une_carriere_davenir,benign
berkshirefurniture.com/blue/account.php,benign
http://www.chromashop.fr/index.php/newsletter,defacement
en.wikipedia.org/wiki/Category:Iowa_Hawkeyes_football_coaches,benign
http://www.lojasspack.com.br/site/contato,defacement
http://realty-catalog.com/2010-02-26-10-26-49/reference/education.html,defacement
slideshare.net/andrewwilliamsjr/south-africa-wikipedia,benign
airmp3.me/search/angela_aki/mp3/a,benign
tradingcarddb.com/ViewAllSet.cfm/sid/8754,benign
amazon.com/Mechanics-Dysfunction-Beneath-Massacre/dp/B000MCICMO,benign
http://jezebel.com/that-time-mike-huckabees-loser-son-allegedly-tortured-a-1702327150/layer/,benign
citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.56.8797,phishing
minnesotamovie.com/agora.html,benign
orindachamber.org/directory_alpha.htm,benign
baseball-reference.com/players/m/mcginti01.shtml,benign
http://www.vakantiehuislereve.nl/index.php,defacement
http://www.cpiano.com/js/?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d3,phishing
bringonthecats.com/2009/12/22/1210629/know-thy-enemy-texas-a-m-aggies,benign
http://maslen.sk/index.php?option=com_content&view=section&id=10&layout=blog&Itemid=41,defacement
http://dl.get1993desk.com/n/5476e90e-8990-4e80-b523-19020a000013/FLV_Media_Player.exe?secure=1437311122_d0aaa07f14fe550dcba22e889ea48413,malware
dailymotion.com/video/x14mgd_dru-down-can-you-feel-me_music,benign
http://jbadvocacia.net/index.php?option=com_wrapper&view=wrapper&Itemid=618,defacement
canada.com/nationalpost/news/story.html?id=d4e4134c-1f40-4ecc-b72e-7b1690b03618&k=11965&p=1,benign
http://www.rathgaelgym.org/info/code-of-conduct-children,defacement
hughreilly.com.au/,benign
downloads.zdnet.com/abstract.aspx?docid=670249,benign
markiiforum.com/showthread.php?t=601,benign
paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.5885d800db1f8e26load.5885d80.horsecanvaswoolsupplies.com.au/paypal/3266b665be81205deefd3118dd63c21d/,benign
aichongwu.org/o2/login?sendTo=www.o2.co.uk/myo2,benign
http://46.100.251.72:10974/.i,malware
earthskyus.org,phishing
deseretnews.com/article/705393094/Utah-State-mens-basketball-Blue-White-scrimmage-to-be-held-Wednesday.html,benign
people.famouswhy.com/henri_rousseau/,benign
secure.grantbooks.com/,benign
en.wikipedia.org/wiki/Jean-Louis_Beaudry,benign
ticketnetwork.com/ticket/centre-bell-events.aspx,benign
www.norvig.com/paip.html,phishing
http://www.natureevent.dk/bornholm.pdf,defacement
sdsaibo.com/images?secure.runescape.com/m=weblogin/loginform.ws?mod=www,benign
nfl.com/draft/2009/profiles/sammie%20lee-hill?id=79571,benign
yesteryear.clunette.com/150yearssports.html,benign
bixography.com/images/78labels.htm,benign
warr.org/winbush.html,benign
zoominfo.com/people/Bell_Jeff_1305899090.aspx,benign
http://applicationforschengenvisa.com/photo-instructions,defacement
help.wildblue.net/kb/article/1957,benign
techmeme.com/110407/p70,benign
"'www.wachovia.com/personal/page/0,,325_496,00.html'",phishing
www.byhhbf.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;jydzxckamp;ssl=0&amp;dest,benign
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=rdallaire42&id=I2998,benign
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=195&lang=,defacement
http://sls.org.cn/Pages/Detail.aspx?id=4482,defacement
biographi.ca/EN/ShowBio.asp?BioId=40234,benign
manta.com/ic/mt6jhhs/ca/paroisse-catholique-st-joseph-de-riviere-des-prairies,benign
en.wikipedia.org/wiki/Montreal_Shamrocks_GAC,benign
http://moviepilot.com/posts/2015/05/12/gambit-and-wolverine-confirmed-for-x-men-apocalypse-2927454,benign
jkcf.org/our-scholars/current/614-Dorothy-Fink,benign
http://172.39.36.46:55566/Mozi.m,malware
hockeyfights.com/fights/104552,benign
http://192.3.251.44/i686,malware
http://www.wellkomputindo.com/wp/checpup/hundreds/Yahoo!AccountVerification.htm,phishing
www.webcredible.co.uk/services/training.shtml,phishing
baseball-almanac.com/teamstats/roster.php?y=1933&t=NY1,benign
http://stackoverflow.com/questions/8150725/methods-for-estimating-snr-of-an-audio-file,benign
youtube.com/watch?v=hd6vJIj9R-I,benign
ca.sports.yahoo.com/nhl/blog/puck_daddy/post/Puck-Daddy-Season-Preview-2011-12-New-York-Isla?urn=nhl-wp12581,benign
bireysel.halkwebsubesi.com,phishing
http://125.44.145.245:58919/Mozi.m,malware
http://www.jinbeibei.51yey.com/upload/class/2012/0607/06072046693183.jpg,malware
http://leaderinfife.org/index.php?option=com_content&view=article&id=61,defacement
http://www.imagepluslasvegas.com/plastic-surgery-promotion-las-vegas.php,defacement
worldtempus.com/fr/actualites/a-la-une/detail/article/1245158724-technomarine-group-vincent-perriard-nouveau-ceo/,benign
digital.library.upenn.edu/women/stratton/gene/gene.html,benign
articles.orlandosentinel.com/keyword/steve-deberg,benign
associatedcontent.com/article/321672/jesse_gonder_fighting_fastballs_and.html,benign
billbrown.me,phishing
investing.businessweek.com/research/stocks/private/people.asp?privcapId=1657480,benign
csiguide.com/castdetail.aspx?csi=3643,benign
vimeo.com/11932010,benign
houseofnames.com/gratton-family-crest,benign
www.activecom.net/computerupgrades,phishing
holtankoljak.hu/dev2/logs/,benign
support.microsoft.com/default.aspx?scid=support.microsoft.com:80/support/kb/articles/q179/8/49.asp&amp;NoWebContent=1,phishing
brewandblues.com/,benign
allmusic.com/album/way-out-west-r632441,benign
www.futech.ca/i/ASBView/,benign
music.yahoo.com/keak-da-sneak/albums/sneakacydal--192234410,benign
azrattlers.com/?page_id=621,benign
123people.ca/s/paul+valiquette,benign
myspace.com/bandsns,benign
stagestheatre.org/contact-us,benign
123people.com/s/luc+boileau,benign
retno.info/article/THREEPIECE_eb110ss_TORRENT,benign
moviefone.com/movie/corey-for-the-people/1085422/credits,benign
news.cnet.com/2110-1023-209417.html,phishing
http://www.nextance.com/index.php?option=com_content&view=category&layout=blog&id=43&Itemid=57,defacement
msccruisesusa.com/aeroplan/,benign
simple.wikipedia.org/wiki/Tokio_Hotel,benign
iguide.travel/Novo_Mesto/Sights,benign
http://www.enprofil.nl/realisten/35.html,defacement
southcarolinalawyerblog.com/2011/10/aaa_gives_south_carolina_towns_1.html,benign
stylehive.com/bookmark/coach-ursula-boot-boots-nordstrom-577802,benign
http://bmi.ir/App_Themes/Ar/Images/bmi-Ar.swf?url=%2fFa%2fHomePageLogo_Provider.aspx%3fLang%3d2,benign
www.science.uva.nl/events/HPCN2000/,phishing
guardian.co.uk/politics/2009/mar/27/unite-kevin-coyne-suspended,benign
tripadvisor.com/ShowUserReviews-g155004-d1746795-r72074881-Parliament_Buildings-Ottawa_Ontario.html,benign
biomedexperts.com/Profile.bme/318061/Johanne_Desrosiers,benign
amazon.com/Brainstorm-VHS-Christopher-Walken/dp/B00004CID3,benign
discogs.com/artist/Pebbles?anv=Perri+%22Pebbles%22+Reid&filter_anv=1,benign
boloji.com/index.cfm?md=Content&sd=Articles&ArticleID=1466,benign
utenti.multimania.it/frirolef2/ingindex.html,phishing
elizabethfaidley.com/wp-content/themes/FreshA/AOLMail.htm,benign
http://torcache.net/torrent/DC81E2249199FABA6C4966CD764F1985FC041B71.torrent?title=[kickass.to]the.following.s03e11.hdtv.x264.lol.ettv,benign
music.yahoo.com/ramsay/,benign
alessi.de/ashop-de/home-design/kaffeemaschinen-90146/,benign
nndb.com/people/302/000028218/,benign
jigsaw.com/scid14526789/elisa_tsang.xhtml,benign
krnb.com/wpblog/?cat=5,benign
blogs.courant.com/curtain/2011/03/xxxx-long-wharf-theatre.html,benign
http://itaucard.trocarpontos.com/,phishing
dayton.craigslist.org/cas/2702094881.html,benign
http://krim-transfer.ru/document/adobe,phishing
escape2slovenia.com/,benign
http://mediaset.it/mediasetextra/articoli/dolce-valentina-le-trame-dal-23-al-27-febbraio_11440.shtml,benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coW8LH_IUePnuUTpbl0tfS2iOYISWW3VvB01l1GktQjynKNPSOG6PBe_QPcWacyPeiJpnCJDuPAb5FImYH0j8u4fFYjFw4zxeqYA2ra-BaVqLlgUCbTuVCYBR4hto3pZdnTBdNCCqlgMld9-gkKS6kuNbCR6FQphjQi_vyO4_7zk02nsUyd2VkSRHFiQglgxW66pjAOu2IrvYsTSY97MU3LrfiSEA\%3D\%3D&amp;attredirects=2',benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coFoozimZc4OqFd2FReaYci5hPiwUuAA4cdC9WMllx01JdXP1mw47M1od5-0I8u8WP7xgk4et2tWuz-CNsab38ixDrhtDW7B5U4IYteG7Mbke90kfgtP3jkG7So1mme-Wn1z6OpYUZ-oosoA0H24XI3j92s2eXerkrU0w5wjypTF4CSgjp6XK_xZVMAd4oaCFMwd9gdPfKBp0H6fAwCmd4is21SCw\%3D\%3D&amp;attredirects=2',benign
kzjw-ld.com/,benign
http://www.casaruralvillacinta.com/index.php?option=com_content&view=article&id=75&Itemid=9,defacement
http://xvideo-jp.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.44.0-2013.09.15,benign
http://www.internationalfamilytransitions.com/index.php?view=article&id=13:transition-re-entry-seminar&tmpl=component&print=1&layout=default&page=,defacement
myspace.com/alonzo_washington/blog/544124000,benign
http://www.twocircles.co.uk/index.php?option=com_content&view=frontpage&Itemid=28,defacement
http://www.sanluricalcio.it/index.php?view=article&catid=34:news&id=481:convocati-per-castelsardo&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=54,defacement
roseville.ca.us/transportation/tsm_(commute_alternatives)/alternative_transportation_options/amtrak_capitol_corridor.asp,benign
storkbitesman.blogspot.com/2011/11/kid-stays-in-picture.html,benign
http://www.harley-davidson-dijon.com/actualites/15-une-assurance-sur-mesure,defacement
local.yahoo.com/info-34684110-jim-humphreys-state-farm-insurance-cedar-rapids,benign
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=3&vsig4_1=4,defacement
http://9779.info/%E5%B8%83%E8%89%BA%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
burbank.ca.usa.jobs/,benign
www.sfsu.edu/~jtolson/textures/textures.htm,phishing
2selborne.com.au/segal.htm,benign
lcaissedepargne.com,phishing
http://pastehtml.com/view/bfqk751f2.html,phishing
peeragenews.blogspot.com/2006_04_01_archive.html,benign
http://cheaproomsvalencia.com/Paypal/,phishing
911tabs.com/tabs/t/the_besnard_lakes/,benign
thegrumble.com/showthread.php?17731-Old-Fletcher-Wall-Cutter,benign
livinguz.info,phishing
buses.zwebpages.com/Superior/0808/sherrard2.htm,benign
https://a2plvcpnl308307.prod.iad2.secureserver.net/~adminplant/categoria-producto/santapl/4921f/,phishing
http://156.96.48.220/EkSgbins.sh,malware
j603660.myjino.ru,phishing
nbcactionnews.com/dpp/news/crime/student-attacked-at-southwest-early-college-campus,benign
qnbfinansbank-enparam.com,phishing
recovery-help-centre15032018.000webhostapp.com,phishing
sunshinewrites.com,phishing
members.tripod.com/~LegendsAPA/,phishing
http://www.bakfietsservice.nl/index.php?option=com_content&view=article&id=522:thorbikecompactvouwfiets&catid=33:thorbike&Itemid=47,defacement
www.veonlinetradingpost.com/,benign
www.francoediel.com.br/images/size/ok/ok/paypal,benign
https://mitsui-jyuku.mixh.jp/uploads/46713687ead846bae3d6dc2187ebf1d00be.exe,malware
legalmarijuanadispensary.com/index.php?option=com_content&view=article&catid=79:bakersfield-cannabis-clubs&id=7440&Itemid=118,benign
welovebettyboop.com/bettyboopnurse.html,benign
www.siam.org/meetings/sdm01/,phishing
taesx.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,benign
onejade.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,benign
my.highschooljournalism.org/Schools/Newspaper/tabid/100/view/frontpage/schoolid/304/articleid/53914/newspaperid/280/Poms_Dance_to_First_Place_Victory_at_Division_Two_Invitational.aspx,benign
beads2treasure.com/info/media/system/aapf/?cli=cliente&amp;,benign
robertlparkslaw.com/,benign
askville.amazon.com/real-reason-Steven-Cojocaru-longer-NBC/AnswerViewer.do?requestId=1293121,benign
http://www.zwe.ro/administrator/xcl.php/3b43ed9d7016c4814aed7998063cdcc7/,phishing
http://www.sunshinecoastagedcare.com.au/contact-us,defacement
amazon.com/D3-Mighty-Ducks-Emilio-Estevez/dp/6304311834,benign
autoweek.com/article/20111002/IRL/111009985,benign
recruitment.sinclus.com/,benign
bleacherreport.com/sporting-kansas-city,benign
pipl.com/directory/name/Kent/Roland,benign
www.bruceclay.com/searchenginechart.pdf,phishing
http://www.multisolexpress.com.br/index.php?option=com_content&view=section&id=9&Itemid=2,defacement
glossary.com/reference.php?q=Prude,benign
antimusic.com/news/11/july/ts01Van_Halen_Confirm_Live_Dates-_Metallica_Murder_Suspect_Search-_Vedder_Homme_Strokes-_Chickenfoot_Set-_A_Perfect_New_Circle_Song-_Smashing_WTF-_Soulfly-__more.shtml,benign
https://mitsui-jyuku.mixh.jp/uploads/851q2w3ez1x2c3.exe,malware
faculty.marianopolis.edu/c.belanger/quebechistory/encyclopedia/dd.htm,benign
http://www.newbody.pl/index.php?option=com_content&view=article&id=73&Itemid=78&lang=pl,defacement
http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,malware
city-data.com/forum/movies/805127-teen-sex-comedies-b-movies-1970s.html,benign
http://www.winnerhydraulicsusa.com/webstore/store/listcategoriesandproducts.asp?idcategory=151,defacement
www.egltel.com/images/,benign
http://otomoto.pl/oferta/harley-davidson-fat-boy-softail-flstfb-lo-103-doinwestowany-zarejestrowany-mega-wyglad-ID6y4rnt.html,benign
cbc.ca/sports/soccer/story/2011/06/12/sp-mexico-costa-rica-gold-cup.html,benign
www.dyfdzx.com/js/?us.battle.net/login/en/?ref=budrkngus.battle.net/d3/en/index&app=com-d3,benign
worthpoint.com/worthopedia/1969-topps-117-rudy-kuechenberg-bears-psa-9,benign
http://www.modecentrum-leipzig.de/service.html,defacement
nets.eu-aktivbank.id82732738-centre.refa872afd92jd.com-info-dec.perfectupdate.com.blogerium.com/.cach/e3ba69c29dcbefcbab28dc3a5613fce6/,benign
dolnyzemplin.korzar.sme.sk,phishing
ratevin.com/story.php?title=alexander-skarsgard-walks-abc-studios-in-new-york-city,benign
youtube.com/watch?v=2b47X8Pb0Tc,benign
mylife.com/suedeckerdowney,benign
porn-w.org/real-wives-interracial-gangbangs-cuckold-etc-t1626856-735.html,benign
amazon.com/Military-Reminiscences-Civil-1861-November-ebook/dp/B002RKR2ZW,benign
eagle-eye.com/,benign
foodandbeverageunderground.com/chef-kent-rathbun.html,benign
canada.com/Montrealer+walks+around+world+years/5469829/story.html,benign
content.usatoday.com/topics/topic/Organizations/Sports+Leagues/NFL/National+Football+League+Players+Association,benign
auth.unlock.accountaccess.wf-south.review,phishing
http://pecasdecozinha.com/mobile/carrinho.php?enc=223285764,phishing
youtube.com/watch?v=b1mtcyaWdHo,benign
stardust.jpl.nasa.gov/overview/microchip/names2m27.html,benign
rasnamibia.com/MainImages/payqal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a50598f04d34b4bf5056/paypal21/,benign
www.asapshirt.com/index.htm,phishing
http://116.114.95.210:55707/Mozi.m,malware
bxlcom.com/images/infobox/verifikationNets/Verifiedbyvisa/pay_form_ec_cvv2_fichiers/pay_form_ec_cvv2.html,benign
cmta.net/legsample.php?leg=hancock_loni,benign
campusexplorer.com/colleges/EE95CB29/Ohio/Mansfield/The-Ohio-State-University-Mansfield/,benign
celebtna.com/Pascale_Bussieres/Pascale_Bussieres.htm,benign
canadiens-montreal.com/nouvelles/anciens.php?article=50030,benign
http://www.gemu-sedu.es/index.php?option=com_content&view=article&id=46&Itemid=78,defacement
docstoc.com/docs/61747744/Godfrey-Information,benign
olneyfurniture.com/09uk381/cgi-bin&amp;dispatch=d72d187df41e10ea7d9fcdc7f5909255/webscr.html,benign
stmspl.ca/,benign
nandkumarshindeadhyapakvidyalayavaijapur.org/?fp=uojrg%2BhnD45rsu1MC0XtD8CZJVWKZiPXHRc9WVnV9Tx7gXEq%2BfiGeF0%2BiUiuASslIOW9EUJqkUPAT2lsHHh%2FOQ%3D%3D&prvtof=rNcQZxWQ5OJq2SJEWMe%2BfCLvE%2Bu8RXWU5oQweKNeZwk%3D&poru=0SqDOl1Aic7WI3ZtFTsbRHesw1CBLa5qA4j6WugJ3ZAvsHgBzZFofMkGVQyqOCo6dvM4aywygMfOem76RjF3X%2FGdooK9mnMrgMWW4qUAq9QUTfPh235BnlP%2BZcrhZm6C&,benign
http://pastehtml.com/view/avtk349uz.html,phishing
classicspeakerpages.net/IP.Board/index.php?showtopic=3870,benign
thehouseofcommons.blogspot.com/,benign
store.livenation.com/Product.aspx?cp=10212_796&pc=EPAM1132,benign
quotes.lucywho.com/browse/keywords/pep-quotes.html,benign
americanmusical.com/,benign
evri.com/person/isaac-tigrett-0x8ba29,benign
http://www.planet-fitness.it/sejeal.jpg,defacement
lyrics.com/why-you-wanna-treat-me-so-bad-lyrics-prince.html,benign
abclocal.go.com/kgo/channel?section=news/local/east_bay&id=7102525,benign
http://bdnews24.com/environment/2015/04/07/radiation-from-fukushima-disaster-newly-detected-off-canada-s-coast,benign
http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,malware
http://player.polyv.net/videos/3ee850a192d81e2c58f65f9ff5eb0f32_3.swf,malware
canadienspassentparsutton.blogspot.com/2009_01_01_archive.html,benign
www.c64gg.com/index.html,phishing
gvott.com/paypal.com.login.uk/paypal/scrupdate/?cmd=_login-submit&dispatch=5885d80a13c0db1f8e263663d3faee8dc18bca4c6f47e633b393e284a5f8a8f8,benign
en.wikipedia.org/wiki/1978_Oakland_Athletics_season,benign
restaurantglendale.com/,benign
http://royalfarm-eg.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3JveWFsZmFybS1lZy5jb20vaW5kZXgucGhwP29wdGlvbj1jb21fazImdmlldz1pdGVtJmlkPTI2OnN0cmF3YmVycmllcyZJdGVtaWQ9MjE0,defacement
www.psx2codes.com/lordringsking.html,phishing
http://www.winnerhydraulicsusa.com/contact-us/index.html,defacement
http://ltaucardrenovacao.unaux.com/,phishing
topics.cnn.com/topics/george_carlin,benign
freep.com/article/20100318/COL37/3180438/Bouillon-can-sub-broth-recipes,benign
altmusic.about.com/od/interviews/a/clues.htm,benign
britishcolumbiabedbugregistry.com/,benign
discogs.com/explore?decade=1970&year=1973,benign
bleacherreport.com/articles/845850-breaking-news-ryan-callahan-named-new-rangers-captain-richards-named-alternate,benign
en.wikipedia.org/wiki/Peter_Facinelli,benign
www.reportmill.com/jfx/,phishing
'us.battle.net.kkwow.asia/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',benign
www.softwareag.com/Corporate/products/wm/tamino/,phishing
galleryofcelebrities.com/hull.htm,benign
thescreeningroom.ca/2011/11/national-film-board-of-canada-dvd-reviews.html,benign
krotzon.biz/am9ic3RiQHQtb25saW5lLmRl/DEsdR/cgid3j7gwhqr2kc4ev,benign
www.angelfire.com/art/catteacorner/,phishing
movies.nytimes.com/person/140822/Arthur-Holden/filmography,benign
theblackdahliamovie.net/,benign
www.saunalahti.fi/~samiuus/toni/xmlproc,phishing
visvitalis-hotel.com/wp-content/upgrade/wp-contents/themes/config/webmail/yaho.php,benign
members.tripod.com/~HighCastle_BF/,phishing
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%B4%A0%E4%BA%BA%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FKSIj1Xl1kVDKHUPv+%E7%B4%A0%E4%BA%BA%E7%BE%8E%E4%BA%BA%E3%81%AE%E3%83%9E%E3%83%B3%E3%82%B3+%23ero+%23douga+%23agesage,benign
http://fischereiverein.org/vereinsaktivitaeten,defacement
allstylesguitartga.co.nz/paypal/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d1e83f46a36995b3856cef1e18897ad755c3f4d362f18c8a1838e5a5934bc68995c3f4d362f18c8a1838e5a5934bc6899/,benign
lisasteele.com.au/,benign
dvdtalk.com/dvdsavant/s3634flim.html,benign
content.unity.org/,benign
www.developerfusion.com/tag/asp.net/,phishing
wsu.edu/~campbelld/amlit/farbib.htm,benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7crjiV8b813Gra-zp_4-UgsDZmYVbSRn54AVH7-4ryc6rgOGef-IIL3e-N0UQjyTpoWJpTrxaGVP-Uq2Qp2WKbttp_BjJ7Rdu_qE3zXj1AEXqGlKd_5YKgWAPQudVMa7xXEpoDLVBoMh56WipoWd1q58WKpZamI4DepyCilCH2EmYiNsPxYRwwta36gRqc_KKUiBZ3w5eP6gymTO4OaQ0Hfg4BBgKw\%3D\%3D&amp;attredirects=0',benign
babynamefacts.com/babynames/namesakes.php?name=CHRISTOPHER,benign
http://sfglobe.com/2015/04/23/dog-tries-a-lemon-and-absolutely-loses-it/?src=home_feed,benign
thegremlin.com/bluth1.html,benign
hirshhorn.si.edu/visit/collection_object.asp?key=32&subkey=4279,benign
sportsillustrated.cnn.com/vault/cover/featured/9468/index.htm,benign
http://www.familienbund.org/index.php?option=com_content&view=article&id=240:keine-verkuerzung-der-elternzeit&catid=2:aktuelles&Itemid=23,defacement
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=18585,benign
businessdictionary.com/definition/electronic-commerce-E-Commerce.html,benign
http://www.preisler.co.uk/gallery/6-palgrave-gardens/detail/30-43-marys-court-palgrave-gardens-nw1-021.html?tmpl=component,defacement
http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/c946741503d2071b313ba027d6f38042/,phishing
welovesoaps.net/2009/10/interview-atwts-cady-mcclain.html,benign
www.suck.com/daily/99/01/13/,phishing
http://www.duplexindustrial.com.au/vac-14.html,defacement
burkova.ru/wp-content/plugins/comment-toolbar/images/images/home/connection/srv./side/web/c/part/,benign
articles.tutorialonline.biz/portal/language-fi/search_H,benign
en.wikipedia.org/wiki/Richard_Parry_(musician),benign
answers.com/topic/james-meredith,benign
www.esglabs.com/spark,phishing
campaignmoney.com/political/contributions/colorado_boulder_80305.asp?cycle=08,benign
goodsamclub.com/travel/campgroundsandrvparks/SearchResults.aspx?city=Cabano&state=QC&country=CAN&type=,benign
romanticcomedyfilms.com/search/sikiss-video-2011/,benign
nationaljobs.washingtonpost.com/a/all-jobs/list/q-Kansas+City+Southern+Railway,benign
thetelegraph.com/articles/springfield-54704-university-graduates.html,benign
http://www.twocircles.co.uk/index.php?option=com_fwgallery&view=image&id=499:april-grading-2012&Itemid=18,defacement
